query_id,doc_id,relevance,label_source,annotator,notes
web_chevron_energy,sec_cvx_8k_000009341023000003__exhibit_99_18,3,assistant_review_v5,codex_assistant,review_id:review_0038 | review_reason:top_candidate|top_baseline | assistant_review_v1: target-company macro-sensitive evidence
web_consumer_demand,official_macro_t10y2y_2023-02-27,3,human_spotcheck_v1,user_chat,review_id:review_0039 | review_reason:top_candidate|top_baseline | assistant_review_v1: macro source with weak demand match | human_spotcheck_v1: Yield-curve stress is useful macro evidence for consumer-demand risk.
web_consumer_demand,official_macro_t10y2y_2023-02-23,3,human_spotcheck_v3,user_chat,review_id:review_0040 | review_reason:top_candidate|top_baseline | Highly relevant human spot-check label from chat.
web_consumer_demand,official_macro_t10y2y_2023-02-22,3,human_spotcheck_v3,user_chat,review_id:review_0041 | review_reason:top_candidate|top_baseline | Highly relevant human spot-check label from chat.
web_consumer_demand,sec_jnj_10k_000020040623000016__item_8_financial_statements,0,assistant_review_v5,codex_assistant,review_id:review_0042 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: not consumer-demand evidence
web_consumer_demand,company_ibm_9596eab4add6998b,0,assistant_review_v5,codex_assistant,review_id:review_0043 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: not consumer-demand evidence
web_consumer_demand,company_ibm_81192863de70f50c,0,assistant_review_v5,codex_assistant,review_id:review_0044 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: not consumer-demand evidence
web_consumer_demand,sec_csco_8k_000119312523040212__exhibit_99_1,0,assistant_review_v5,codex_assistant,review_id:review_0045 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: not consumer-demand evidence
web_earnings_risk,official_macro_t10y2y_2023-02-27,3,human_spotcheck_v1,user_chat,review_id:review_0046 | review_reason:top_candidate|top_baseline | assistant_review_v1: weak earnings-risk match | human_spotcheck_v1: Yield-curve stress is useful macro evidence for earnings risk appetite.
web_earnings_risk,official_macro_t10y2y_2023-02-23,3,human_spotcheck_v3,user_chat,review_id:review_0047 | review_reason:top_candidate|top_baseline | Highly relevant human spot-check label from chat.
web_earnings_risk,official_macro_t10y2y_2023-02-22,3,human_spotcheck_v3,user_chat,review_id:review_0048 | review_reason:top_candidate|top_baseline | Highly relevant human spot-check label from chat.
web_earnings_risk,sec_csco_8k_000119312523040212__exhibit_99_1,2,assistant_review_v5,codex_assistant,review_id:review_0049 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: earnings/risk-appetite evidence
web_earnings_risk,company_ibm_9596eab4add6998b,2,assistant_review_v5,codex_assistant,review_id:review_0050 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: earnings/risk-appetite evidence
web_earnings_risk,company_ibm_81192863de70f50c,2,assistant_review_v5,codex_assistant,review_id:review_0051 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: earnings/risk-appetite evidence
web_earnings_risk,sec_cat_10k_000001823023000011__item_7_mda,2,assistant_review_v5,codex_assistant,review_id:review_0052 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: earnings/risk-appetite evidence
web_high_yield_spread,official_macro_t10y2y_2022-07-05,3,assistant_review_v5,codex_assistant,review_id:review_0053 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_high_yield_spread,official_macro_t10y2y_2021-11-24,3,assistant_review_v5,codex_assistant,review_id:review_0054 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_high_yield_spread,official_macro_t10y2y_2021-11-22,3,assistant_review_v5,codex_assistant,review_id:review_0055 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_high_yield_spread,company_cat_e333b87a9252a3b2,0,assistant_review_v5,codex_assistant,review_id:review_0056 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: not an official macro source
web_high_yield_spread,sec_gs_10k_000088698223000003__item_8_financial_statements,0,assistant_review_v5,codex_assistant,review_id:review_0057 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: not an official macro source
web_high_yield_spread,sec_gs_10k_000088698223000003__item_7_mda,0,assistant_review_v5,codex_assistant,review_id:review_0058 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: not an official macro source
web_high_yield_spread,sec_gs_10k_000088698223000003__item_1a_risk_factors,0,assistant_review_v5,codex_assistant,review_id:review_0059 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: not an official macro source
web_home_depot_8k,sec_hd_8k_000035495023000051__exhibit_3_2,3,assistant_review_v5,codex_assistant,review_id:review_0060 | review_reason:top_candidate|top_baseline | assistant_review_v1: requested company 8-K/current report
web_home_depot_8k,sec_hd_8k_000035495023000051__item_9_01_financial_statements_exhibits,3,assistant_review_v5,codex_assistant,review_id:review_0061 | review_reason:top_candidate|top_baseline | assistant_review_v1: requested company 8-K/current report
web_home_depot_8k,sec_hd_8k_000035495023000051__item_5_03_articles_bylaws_or_fiscal_year,3,assistant_review_v5,codex_assistant,review_id:review_0062 | review_reason:top_candidate|top_baseline | assistant_review_v1: requested company 8-K/current report
web_home_depot_8k,sec_hd_8k_000035495023000051__item_5_02_director_or_officer_changes,3,assistant_review_v5,codex_assistant,review_id:review_0063 | review_reason:top_candidate|top_baseline | assistant_review_v1: requested company 8-K/current report
web_inflation,official_macro_cpiaucsl_2023-02-01,3,assistant_review_v5,codex_assistant,review_id:review_0064 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_inflation,official_macro_cpiaucsl_2023-01-01,3,assistant_review_v5,codex_assistant,review_id:review_0065 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_inflation,official_macro_cpiaucsl_2022-12-01,3,assistant_review_v5,codex_assistant,review_id:review_0066 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_inflation,official_macro_cpiaucsl_2022-11-01,3,assistant_review_v5,codex_assistant,review_id:review_0067 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_it_real_yields,official_macro_dgs10_2022-10-14,3,assistant_review_v5,codex_assistant,review_id:review_0068 | review_reason:top_candidate|top_baseline | assistant_review_v1: rate/yield evidence relevant to growth stocks
web_it_real_yields,official_macro_dgs10_2022-03-11,3,assistant_review_v5,codex_assistant,review_id:review_0069 | review_reason:top_candidate|top_baseline | assistant_review_v1: rate/yield evidence relevant to growth stocks
web_it_real_yields,official_macro_dgs10_2019-06-28,3,assistant_review_v5,codex_assistant,review_id:review_0070 | review_reason:top_candidate|top_baseline | assistant_review_v1: rate/yield evidence relevant to growth stocks
web_it_real_yields,company_cat_e333b87a9252a3b2,0,assistant_review_v5,codex_assistant,review_id:review_0071 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: not real-yields evidence
web_it_real_yields,sec_ibm_10k_000155837023002376__item_1a_risk_factors,0,assistant_review_v5,codex_assistant,review_id:review_0072 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: not real-yields evidence
web_it_real_yields,sec_ibm_10k_000155837023002376__item_1_business,0,assistant_review_v5,codex_assistant,review_id:review_0073 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: not real-yields evidence
web_it_real_yields,sec_gs_8k_000119312523052354__exhibit_99_1,0,assistant_review_v5,codex_assistant,review_id:review_0074 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: not real-yields evidence
web_jpm_credit,sec_cat_10k_000001823023000011__item_7_mda,0,assistant_review_v5,codex_assistant,review_id:review_0075 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: wrong company for risk query
web_jpm_credit,sec_csco_8k_000119312523040212__exhibit_99_1,0,assistant_review_v5,codex_assistant,review_id:review_0076 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: wrong company for risk query
web_jpm_credit,sec_hon_8k_000077384023000004__exhibit_99,0,assistant_review_v5,codex_assistant,review_id:review_0077 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: wrong company for risk query
web_jpm_credit,official_macro_t10y2y_2023-02-27,0,assistant_review_v5,codex_assistant,review_id:review_0078 | review_reason:top_baseline|rank_changed | assistant_review_v1: wrong company for risk query
web_jpm_credit,official_macro_t10y2y_2023-02-23,0,assistant_review_v5,codex_assistant,review_id:review_0079 | review_reason:top_baseline|rank_changed | assistant_review_v1: wrong company for risk query
web_jpm_credit,sec_mrk_8k_000110465923009552__exhibit_99_1,0,assistant_review_v5,codex_assistant,review_id:review_0080 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: wrong company for risk query
web_jpm_filings,sec_jpm_10k_000001961723000231__item_1_business,3,assistant_review_v5,codex_assistant,review_id:review_0081 | review_reason:top_candidate|top_baseline | assistant_review_v1: same issuer SEC filing
web_jpm_filings,sec_jpm_10k_000001961723000231__item_8_financial_statements,3,assistant_review_v5,codex_assistant,review_id:review_0082 | review_reason:top_candidate|top_baseline | assistant_review_v1: same issuer SEC filing
web_jpm_filings,sec_jpm_10k_000001961723000231__item_7_mda,3,assistant_review_v5,codex_assistant,review_id:review_0083 | review_reason:top_candidate|top_baseline | assistant_review_v1: same issuer SEC filing
web_jpm_filings,sec_jpm_10k_000001961723000231__item_1a_risk_factors,3,assistant_review_v5,codex_assistant,review_id:review_0084 | review_reason:top_candidate|top_baseline | assistant_review_v1: same issuer SEC filing
web_microsoft_margins,sec_msft_8k_000119312523014230__exhibit_99_1,3,assistant_review_v5,codex_assistant,review_id:review_0085 | review_reason:top_candidate|rank_changed | assistant_review_v1: target-company financial or margin evidence
web_microsoft_margins,sec_msft_8k_000119312523014230__item_9_01_financial_statements_exhibits,3,assistant_review_v5,codex_assistant,review_id:review_0086 | review_reason:top_candidate|rank_changed | assistant_review_v1: target-company financial or margin evidence
web_microsoft_margins,sec_msft_8k_000119312523014230__item_2_02_results_operations_financial_condition,3,assistant_review_v5,codex_assistant,review_id:review_0087 | review_reason:top_candidate|rank_changed | assistant_review_v1: target-company financial or margin evidence
web_microsoft_margins,company_msft_18950002739d3361,3,assistant_review_v5,codex_assistant,review_id:review_0088 | review_reason:top_baseline|borderline_label|rank_changed | assistant_review_v1: target-company financial or margin evidence
web_microsoft_margins,company_msft_aa53ac3ccc2dd78f,3,assistant_review_v5,codex_assistant,review_id:review_0089 | review_reason:top_baseline|borderline_label|rank_changed | assistant_review_v1: target-company financial or margin evidence
web_microsoft_margins,company_msft_d1f7e25a26008409,3,assistant_review_v5,codex_assistant,review_id:review_0090 | review_reason:top_baseline|borderline_label|rank_changed | assistant_review_v1: target-company financial or margin evidence
web_microsoft_margins,company_msft_cb20655d9f20a07e,3,assistant_review_v5,codex_assistant,review_id:review_0091 | review_reason:top_baseline|borderline_label|rank_changed | assistant_review_v1: target-company financial or margin evidence
web_mmm_filings,company_crm_7eb0079af5ec192d,0,assistant_review_v5,codex_assistant,review_id:review_0092 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: wrong company for filing query
web_mmm_filings,sec_ibm_10k_000155837023002376__item_1_business,0,assistant_review_v5,codex_assistant,review_id:review_0093 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: wrong company for filing query
web_mmm_filings,company_cat_e333b87a9252a3b2,0,assistant_review_v5,codex_assistant,review_id:review_0094 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: wrong company for filing query
web_mmm_filings,sec_hd_8k_000035495023000051__exhibit_3_2,0,assistant_review_v5,codex_assistant,review_id:review_0095 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: wrong company for filing query
web_mmm_filings,sec_gs_8k_000119312523052354__exhibit_99_1,0,assistant_review_v5,codex_assistant,review_id:review_0096 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: wrong company for filing query
web_mmm_filings,sec_wmt_8k_000010416923000013__item_8_01_other_events,0,assistant_review_v5,codex_assistant,review_id:review_0097 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: wrong company for filing query
web_mmm_litigation,official_macro_t10y2y_2023-02-27,0,assistant_review_v5,codex_assistant,review_id:review_0098 | review_reason:top_candidate|top_baseline|possible_false_positive|weak_query | assistant_review_v1: wrong company for risk query
web_mmm_litigation,official_macro_t10y2y_2023-02-23,0,assistant_review_v5,codex_assistant,review_id:review_0099 | review_reason:top_candidate|top_baseline|possible_false_positive|weak_query | assistant_review_v1: wrong company for risk query
web_mmm_litigation,official_macro_t10y2y_2023-02-22,0,assistant_review_v5,codex_assistant,review_id:review_0100 | review_reason:top_candidate|top_baseline|possible_false_positive|weak_query | assistant_review_v1: wrong company for risk query
web_mmm_litigation,sec_jnj_10k_000020040623000016__item_8_financial_statements,0,assistant_review_v5,codex_assistant,review_id:review_0101 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive|weak_query | assistant_review_v1: wrong company for risk query
web_mmm_litigation,sec_csco_8k_000119312523040212__exhibit_99_1,0,assistant_review_v5,codex_assistant,review_id:review_0102 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive|weak_query | assistant_review_v1: wrong company for risk query
web_portfolio_rates,official_macro_t10y2y_2023-02-27,3,assistant_review_v5,codex_assistant,review_id:review_0103 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct rates evidence for portfolio risk
web_portfolio_rates,official_macro_t10y2y_2023-02-23,3,assistant_review_v5,codex_assistant,review_id:review_0104 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct rates evidence for portfolio risk
web_portfolio_rates,official_macro_t10y2y_2023-02-22,3,assistant_review_v5,codex_assistant,review_id:review_0105 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct rates evidence for portfolio risk
web_portfolio_rates,sec_csco_8k_000119312523040212__exhibit_99_1,1,assistant_review_v5,codex_assistant,review_id:review_0106 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: weak portfolio-rates match
web_portfolio_rates,company_ibm_9596eab4add6998b,1,assistant_review_v5,codex_assistant,review_id:review_0107 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: weak portfolio-rates match
web_portfolio_rates,company_ibm_81192863de70f50c,1,assistant_review_v5,codex_assistant,review_id:review_0108 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: weak portfolio-rates match
web_portfolio_rates,sec_cat_10k_000001823023000011__item_7_mda,1,assistant_review_v5,codex_assistant,review_id:review_0109 | review_reason:top_candidate|top_baseline|borderline_label|possible_false_positive | assistant_review_v1: weak portfolio-rates match
web_unemployment,official_macro_indpro_2023-02-01,3,human_spotcheck_v2,user_chat,review_id:review_0110 | review_reason:top_candidate|top_baseline | assistant_review_v1: growth-demand macro proxy | human_spotcheck_v2:spot_0015: Highly relevant official macro growth evidence for unemployment/macro demand context.
web_unemployment,official_macro_houst_2023-02-01,2,assistant_review_v5,codex_assistant,review_id:review_0111 | review_reason:top_candidate|top_baseline | assistant_review_v1: growth-demand macro proxy
web_unemployment,official_macro_unrate_2023-02-01,3,assistant_review_v5,codex_assistant,review_id:review_0112 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_unemployment,company_cat_e333b87a9252a3b2,0,assistant_review_v5,codex_assistant,review_id:review_0113 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: not an official macro source
web_unemployment,sec_gs_8k_000119312523052354__exhibit_99_1,0,assistant_review_v5,codex_assistant,review_id:review_0114 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: not an official macro source
web_unemployment,sec_ibm_10k_000155837023002376__item_1a_risk_factors,0,assistant_review_v5,codex_assistant,review_id:review_0115 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: not an official macro source
web_unemployment,company_csco_3171078ce83c1eff,0,assistant_review_v5,codex_assistant,review_id:review_0116 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: not an official macro source
web_visa_spending,company_v_8e90f12612c84adb,3,assistant_review_v5,codex_assistant,review_id:review_0117 | review_reason:top_candidate|top_baseline | assistant_review_v1: target-company macro-sensitive evidence
web_visa_spending,company_v_4f48ca1c3bd87bd8,3,assistant_review_v5,codex_assistant,review_id:review_0118 | review_reason:top_candidate|top_baseline | assistant_review_v1: target-company macro-sensitive evidence
web_visa_spending,company_v_0b8943f689289621,3,assistant_review_v5,codex_assistant,review_id:review_0119 | review_reason:top_candidate|top_baseline | assistant_review_v1: target-company macro-sensitive evidence
web_visa_spending,company_v_76f8ae510994caf2,3,assistant_review_v5,codex_assistant,review_id:review_0120 | review_reason:top_candidate|top_baseline | assistant_review_v1: target-company macro-sensitive evidence
web_vix,official_macro_vixcls_2022-12-12,3,assistant_review_v5,codex_assistant,review_id:review_0121 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_vix,official_macro_vixcls_2021-10-11,3,assistant_review_v5,codex_assistant,review_id:review_0122 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_vix,official_macro_vixcls_2021-10-06,3,assistant_review_v5,codex_assistant,review_id:review_0123 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_vix,official_macro_vixcls_2021-07-08,3,assistant_review_v5,codex_assistant,review_id:review_0124 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_wti_oil,official_macro_dcoilwtico_2022-10-19,3,assistant_review_v5,codex_assistant,review_id:review_0125 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_wti_oil,official_macro_dcoilwtico_2022-10-17,3,assistant_review_v5,codex_assistant,review_id:review_0126 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_wti_oil,official_macro_dcoilwtico_2022-01-07,3,assistant_review_v5,codex_assistant,review_id:review_0127 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_wti_oil,official_macro_dcoilwtico_2022-01-04,3,assistant_review_v5,codex_assistant,review_id:review_0128 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_yield_curve,official_macro_t10y2y_2023-02-27,3,assistant_review_v5,codex_assistant,review_id:review_0129 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_yield_curve,official_macro_t10y2y_2023-02-23,3,assistant_review_v5,codex_assistant,review_id:review_0130 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_yield_curve,official_macro_t10y2y_2023-02-22,3,assistant_review_v5,codex_assistant,review_id:review_0131 | review_reason:top_candidate|top_baseline | assistant_review_v1: direct official macro series match
web_yield_curve,sec_cat_10k_000001823023000011__item_7_mda,0,assistant_review_v5,codex_assistant,review_id:review_0132 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: not an official macro source
web_yield_curve,company_ibm_9596eab4add6998b,0,assistant_review_v5,codex_assistant,review_id:review_0133 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: not an official macro source
web_yield_curve,company_ibm_81192863de70f50c,0,assistant_review_v5,codex_assistant,review_id:review_0134 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: not an official macro source
web_yield_curve,sec_csco_8k_000119312523040212__exhibit_99_1,0,assistant_review_v5,codex_assistant,review_id:review_0135 | review_reason:top_candidate|top_baseline|possible_false_positive | assistant_review_v1: not an official macro source
