ticker,company,source_type,url,coverage_note,has_dates,has_full_text,needs_js,_row_num,canonical_url,checked_at,http_status,fetch_status,final_url,content_type,server,sample_bytes,title_hint,date_hint_found,archive_hint_found,captcha_module_hint,hard_blocking_hint,http_error,robots_url,robots_status,robots_allowed,robots_error,crawler_grade,review_note
AXP,American Express,company_news_archive,https://about.americanexpress.com/newsroom/default.aspx,American Express official newsroom archive,yes,yes,yes,11,https://about.americanexpress.com/newsroom/default.aspx,2026-05-13T09:55:35Z,200,ok,https://www.americanexpress.com/en-us/newsroom/,text/html; charset=UTF-8,,4639,Amex Newsroom,yes,no,no,no,,https://about.americanexpress.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
AXP,American Express,earnings_results_archive,https://ir.americanexpress.com/financials/,American Express financials section with earnings and SEC filings,yes,yes,yes,12,https://ir.americanexpress.com/financials/,2026-05-13T09:55:35Z,200,ok,https://ir.americanexpress.com/financials/,text/html; charset=utf-8,cloudflare,71476,American Express Company - Financials,no,yes,yes,no,,https://ir.americanexpress.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
BA,Boeing,press_releases_archive,https://investors.boeing.com/investors/news/default.aspx,Boeing investor news archive with dated releases,yes,yes,yes,13,https://investors.boeing.com/investors/news/default.aspx,2026-05-13T09:55:36Z,200,ok,https://investors.boeing.com/investors/news/default.aspx,text/html; charset=utf-8,cloudflare,85705,Boeing Company - Investors - News,yes,yes,no,no,,https://investors.boeing.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
BA,Boeing,company_news_archive,https://boeing.mediaroom.com/news-releases-statements,Boeing official media room news releases and statements,yes,yes,no,14,https://boeing.mediaroom.com/news-releases-statements,2026-05-13T09:55:36Z,200,ok,https://boeing.mediaroom.com/news-releases-statements,text/html; charset=UTF-8,cloudflare,120000,News Releases | Boeing Newsroom,yes,yes,no,no,,https://boeing.mediaroom.com/robots.txt,404,,Not Found,crawler_ready,Accessible to simple GET; good first-pass crawler target.
BA,Boeing,earnings_results_archive,https://investors.boeing.com/investors/financial-reports/default.aspx,Boeing financial reports page with quarterly and annual results materials,yes,yes,yes,15,https://investors.boeing.com/investors/financial-reports/default.aspx,2026-05-13T09:55:36Z,200,ok,https://investors.boeing.com/investors/overview/default.aspx,text/html; charset=utf-8,cloudflare,96725,Boeing Company - Investors - Overview,yes,yes,no,no,,https://investors.boeing.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
CAT,Caterpillar,press_releases_archive,https://investors.caterpillar.com/news/default.aspx,Caterpillar investor news releases archive,yes,yes,yes,16,https://investors.caterpillar.com/news/default.aspx,2026-05-13T09:55:36Z,200,ok,https://www.caterpillar.com/en/news/,text/html; charset=UTF-8,,120000,Caterpillar | News,yes,yes,no,no,,https://investors.caterpillar.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
CAT,Caterpillar,company_news_archive,https://www.caterpillar.com/en/news/corporate-press-releases.html,Caterpillar corporate press releases archive,yes,yes,no,17,https://www.caterpillar.com/en/news/corporate-press-releases.html,2026-05-13T09:55:36Z,200,ok,https://www.caterpillar.com/en/news/corporate-press-releases.html,text/html; charset=UTF-8,,120000,Caterpillar | Corporate Press Releases,yes,yes,no,no,,https://www.caterpillar.com/robots.txt,403,,Forbidden,crawler_ready,Accessible to simple GET; good first-pass crawler target.
CAT,Caterpillar,earnings_results_archive,https://investors.caterpillar.com/financials/quarterly-results/default.aspx,Caterpillar quarterly results archive with dated releases and materials,yes,yes,yes,18,https://investors.caterpillar.com/financials/quarterly-results/default.aspx,2026-05-13T09:55:36Z,200,ok,https://investors.caterpillar.com/financials/quarterly-results/default.aspx,text/html; charset=utf-8,cloudflare,75450,Caterpillar Inc. - Financials - Quarterly Results,yes,yes,yes,no,,https://investors.caterpillar.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
CRM,Salesforce,press_releases_archive,https://investor.salesforce.com/news/default.aspx,Salesforce investor news archive with earnings and corporate releases,yes,yes,yes,19,https://investor.salesforce.com/news/default.aspx,2026-05-13T09:55:36Z,200,ok,https://investor.salesforce.com/news/default.aspx,text/html; charset=utf-8,cloudflare,90297,"Salesforce.com, Inc. - Investor News",yes,yes,no,no,,https://investor.salesforce.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
CRM,Salesforce,investor_relations,https://investor.salesforce.com/overview/default.aspx,Salesforce official investor relations overview with links to news and financial materials,yes,yes,yes,20,https://investor.salesforce.com/overview/default.aspx,2026-05-13T09:55:37Z,200,ok,https://investor.salesforce.com/overview/default.aspx,text/html; charset=utf-8,cloudflare,97479,"Salesforce.com, Inc. - Salesforce Investor Relations",yes,yes,no,no,,https://investor.salesforce.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
CRM,Salesforce,earnings_results_archive,https://investor.salesforce.com/financials/quarterly-results/default.aspx,Salesforce quarterly results archive,yes,yes,yes,21,https://investor.salesforce.com/financials/quarterly-results/default.aspx,2026-05-13T09:55:37Z,200,ok,https://investor.salesforce.com/financials/quarterly-results/default.aspx,text/html; charset=utf-8,cloudflare,120000,"Salesforce.com, Inc. - Financials - Quarterly Results",yes,yes,no,no,,https://investor.salesforce.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
CSCO,Cisco,press_releases_archive,https://investor.cisco.com/news/default.aspx,Cisco investor news and press release archive,yes,yes,yes,22,https://investor.cisco.com/news/default.aspx,2026-05-13T09:55:37Z,200,ok,https://investor.cisco.com/news/default.aspx,text/html; charset=utf-8,cloudflare,116813,Cisco Systems Inc. - News,yes,yes,yes,no,,https://investor.cisco.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
CSCO,Cisco,company_news_archive,https://newsroom.cisco.com/c/r/newsroom/en/us/press-releases.html,Cisco newsroom press releases archive,yes,yes,yes,23,https://newsroom.cisco.com/c/r/newsroom/en/us/press-releases.html,2026-05-13T09:55:38Z,200,ok,https://newsroom.cisco.com/c/r/newsroom/en/us/press-releases.html,text/html;charset=utf-8,,120000,Press Releases,yes,yes,no,no,,https://newsroom.cisco.com/robots.txt,404,,Not Found,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
CSCO,Cisco,earnings_results_archive,https://investor.cisco.com/financials/quarterly-results/default.aspx,Cisco quarterly results archive with dated earnings materials,yes,yes,yes,24,https://investor.cisco.com/financials/quarterly-results/default.aspx,2026-05-13T09:55:38Z,200,ok,https://investor.cisco.com/financials/quarterly-results/default.aspx,text/html; charset=utf-8,cloudflare,120000,Cisco Systems Inc. - Financials - Quarterly Results,yes,yes,yes,no,,https://investor.cisco.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
CVX,Chevron,company_news_archive,https://chevroncorp.gcs-web.com/news-releases,Chevron official investor-hosted news releases archive,yes,yes,yes,25,https://chevroncorp.gcs-web.com/news-releases,2026-05-13T09:55:38Z,200,ok,https://chevroncorp.gcs-web.com/news-releases,text/html; charset=UTF-8,,25718,Press Releases | Chevron Corporation,yes,yes,no,no,,https://chevroncorp.gcs-web.com/robots.txt,,,TimeoutError: The read operation timed out,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
CVX,Chevron,press_releases_archive,https://chevroncorp.gcs-web.com/news-releases,Chevron official investor-hosted press releases archive,yes,yes,yes,26,https://chevroncorp.gcs-web.com/news-releases,2026-05-13T09:55:38Z,200,ok,https://chevroncorp.gcs-web.com/news-releases,text/html; charset=UTF-8,,25718,Press Releases | Chevron Corporation,yes,yes,no,no,,https://chevroncorp.gcs-web.com/robots.txt,,,TimeoutError: The read operation timed out,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
CVX,Chevron,investor_relations,https://chevroncorp.gcs-web.com/,Chevron official investor overview with news releases and events,yes,yes,yes,27,https://chevroncorp.gcs-web.com/,2026-05-13T09:55:38Z,200,ok,https://chevroncorp.gcs-web.com/,text/html; charset=UTF-8,,15893,Investor Overview | Chevron Corporation,yes,yes,no,no,,https://chevroncorp.gcs-web.com/robots.txt,,,TimeoutError: The read operation timed out,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
DIS,Walt Disney,company_news_archive,https://thewaltdisneycompany.com/news/,Disney official company news archive,yes,yes,no,28,https://thewaltdisneycompany.com/news/,2026-05-13T09:55:39Z,200,ok,https://thewaltdisneycompany.com/news/,text/html; charset=UTF-8,Apache,120000,News | The Walt Disney Company,yes,yes,no,no,,https://thewaltdisneycompany.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
DIS,Walt Disney,investor_relations,https://thewaltdisneycompany.com/investor-relations/,Disney investor relations page with earnings and financial materials,yes,yes,yes,29,https://thewaltdisneycompany.com/investor-relations/,2026-05-13T09:55:39Z,200,ok,https://investors.thewaltdisneycompany.com/,text/html; charset=utf-8,cloudflare,120000,The Walt Disney Company - Investor Relations,yes,yes,no,no,,https://thewaltdisneycompany.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
DIS,Walt Disney,earnings_results_archive,https://thewaltdisneycompany.com/investor-relations/#financials,Disney investor relations financials section for quarterly earnings materials,yes,yes,yes,30,https://thewaltdisneycompany.com/investor-relations/,2026-05-13T09:55:39Z,200,ok,https://investors.thewaltdisneycompany.com/,text/html; charset=utf-8,cloudflare,120000,The Walt Disney Company - Investor Relations,yes,yes,no,no,,https://thewaltdisneycompany.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
GS,Goldman Sachs,company_news_archive,https://www.goldmansachs.com/pressroom,Goldman Sachs pressroom with dated press releases and updates,yes,yes,no,31,https://www.goldmansachs.com/pressroom,2026-05-13T09:55:41Z,200,ok,https://www.goldmansachs.com/pressroom,text/html; charset=UTF-8,WebServer,120000,Pressroom | Goldman Sachs,no,no,no,no,,https://www.goldmansachs.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
GS,Goldman Sachs,press_releases_archive,https://www.goldmansachs.com/pressroom/,Goldman Sachs official pressroom and press releases archive,yes,yes,no,32,https://www.goldmansachs.com/pressroom/,2026-05-13T09:55:41Z,200,ok,https://www.goldmansachs.com/pressroom/,text/html; charset=UTF-8,WebServer,120000,Pressroom | Goldman Sachs,no,no,no,no,,https://www.goldmansachs.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
GS,Goldman Sachs,earnings_results_archive,https://www.goldmansachs.com/investor-relations/financials/quarterly-earnings-releases,Goldman Sachs quarterly earnings release archive,yes,yes,no,33,https://www.goldmansachs.com/investor-relations/financials/quarterly-earnings-releases,2026-05-13T09:55:41Z,200,ok,https://www.goldmansachs.com/investor-relations/financials/quarterly-earnings-releases,text/html; charset=UTF-8,WebServer,120000,Quarterly Earnings Releases | Goldman Sachs,no,yes,no,no,,https://www.goldmansachs.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
HD,Home Depot,press_releases_archive,https://ir.homedepot.com/news-releases,Home Depot investor news releases archive,yes,yes,yes,34,https://ir.homedepot.com/news-releases,2026-05-13T09:55:42Z,200,ok,https://ir.homedepot.com/news-releases/2026,text/html; charset=utf-8,cloudflare,42326,News Releases 2026 | The Home Depot,yes,yes,no,no,,https://ir.homedepot.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
HD,Home Depot,company_news_archive,https://corporate.homedepot.com/page/newsroom,Home Depot corporate newsroom archive,yes,yes,no,35,https://corporate.homedepot.com/page/newsroom,2026-05-13T09:55:42Z,200,ok,https://corporate.homedepot.com/page/newsroom,text/html; charset=UTF-8,nginx,65980,Newsroom | The Home Depot,yes,yes,no,no,,https://corporate.homedepot.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
HD,Home Depot,earnings_results_archive,https://ir.homedepot.com/financial-reports/quarterly-earnings,Home Depot quarterly earnings archive with years and materials,yes,yes,yes,36,https://ir.homedepot.com/financial-reports/quarterly-earnings,2026-05-13T09:55:42Z,200,ok,https://ir.homedepot.com/financial-reports/quarterly-earnings/2025,text/html; charset=utf-8,cloudflare,42343,Quarterly Earnings 2025 | The Home Depot,yes,yes,no,no,,https://ir.homedepot.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
HON,Honeywell,press_releases_archive,https://www.honeywell.com/newsroom/pressreleases/?page=1,Honeywell official press and media archive with dated releases,yes,yes,no,37,https://www.honeywell.com/newsroom/pressreleases/?page=1,2026-05-13T09:55:43Z,200,ok,https://www.honeywell.com/us/en/press?page=1,text/html;charset=utf-8,,120000,Press &amp; Media | Honeywell,no,yes,no,no,,https://www.honeywell.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
HON,Honeywell,company_news_archive,https://www.honeywell.com/us/en/news,Honeywell official news archive,yes,yes,no,38,https://www.honeywell.com/us/en/news,2026-05-13T09:55:43Z,200,ok,https://www.honeywell.com/us/en/news,text/html;charset=utf-8,,120000,News &amp; Insights | Honeywell,no,yes,no,no,,https://www.honeywell.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
HON,Honeywell,earnings_results_archive,https://honeywell.gcs-web.com/financial-information/quarterly-results,Honeywell quarterly results archive with dated earnings releases and presentations,yes,yes,yes,39,https://honeywell.gcs-web.com/financial-information/quarterly-results,2026-05-13T09:55:43Z,200,ok,https://honeywell.gcs-web.com/financial-information/quarterly-results,text/html; charset=UTF-8,,120000,Quarterly Results | Honeywell International Inc.,yes,yes,no,no,,https://honeywell.gcs-web.com/robots.txt,,,TimeoutError: The read operation timed out,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
IBM,IBM,company_news_archive,https://newsroom.ibm.com/announcements,IBM newsroom announcements archive,yes,yes,no,40,https://newsroom.ibm.com/announcements,2026-05-13T09:55:43Z,200,ok,https://newsroom.ibm.com/announcements,text/html; charset=UTF-8,cloudflare,91101,IBM - Announcements,yes,yes,no,no,,https://newsroom.ibm.com/robots.txt,404,,Not Found,crawler_ready,Accessible to simple GET; good first-pass crawler target.
IBM,IBM,investor_relations,https://www.ibm.com/investor,IBM investor relations page with current earnings and investor articles,yes,yes,no,41,https://www.ibm.com/investor,2026-05-13T09:55:43Z,200,ok,https://www.ibm.com/investor,text/html;charset=utf-8,,120000,Investor Relations | IBM,yes,yes,no,no,,https://www.ibm.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
IBM,IBM,earnings_results_archive,https://www.ibm.com/investor/financial-reporting/quarterly-earnings,IBM quarterly earnings archive with historical press releases and prepared remarks,yes,yes,no,42,https://www.ibm.com/investor/financial-reporting/quarterly-earnings,2026-05-13T09:55:44Z,200,ok,https://www.ibm.com/investor/financial-reporting/quarterly-earnings,text/html;charset=utf-8,,120000,Quarterly Earnings Announcements | IBM,yes,yes,no,no,,https://www.ibm.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
INTC,Intel,company_news_archive,https://www.intel.com/content/www/us/en/newsroom/home.html,Intel official newsroom archive with dated posts,yes,yes,no,43,https://www.intel.com/content/www/us/en/newsroom/home.html,2026-05-13T09:55:45Z,,failed,,,,0,,no,no,no,no,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,https://www.intel.com/robots.txt,,,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,fail,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>
INTC,Intel,press_releases_archive,https://www.intc.com/news-events/press-releases,Intel investor press releases archive,yes,yes,yes,44,https://www.intc.com/news-events/press-releases,2026-05-13T09:55:45Z,200,ok,https://www.intc.com/news-events/press-releases,text/html; charset=UTF-8,Apache,46647,Press Releases :: Intel Corporation (INTC),yes,yes,yes,no,,https://www.intc.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
INTC,Intel,earnings_results_archive,https://www.intc.com/news-events/press-releases?category=financial,Intel financial press releases and quarterly earnings results archive,yes,yes,yes,45,https://www.intc.com/news-events/press-releases?category=financial,2026-05-13T09:55:46Z,200,ok,https://www.intc.com/news-events/press-releases?category=financial,text/html; charset=UTF-8,Apache,46220,Press Releases :: Intel Corporation (INTC),yes,yes,yes,no,,https://www.intc.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
JNJ,Johnson & Johnson,company_news_archive,https://www.jnj.com/media-center/press-releases,Johnson & Johnson official media center press releases,yes,yes,no,46,https://www.jnj.com/media-center/press-releases,2026-05-13T09:55:46Z,200,ok,https://www.jnj.com/media-center/press-releases,text/html;charset=UTF-8,istio-envoy,120000,Johnson &amp; Johnson Press Releases,yes,yes,no,no,,https://www.jnj.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
JNJ,Johnson & Johnson,press_releases_archive,https://www.jnj.com/media-center/press-releases/financial,Johnson & Johnson financial press releases archive,yes,yes,no,47,https://www.jnj.com/media-center/press-releases/financial,2026-05-13T09:55:47Z,200,ok,https://www.jnj.com/media-center/press-releases/financial,text/html;charset=UTF-8,istio-envoy,120000,Financial press releases | Johnson &amp; Johnson,yes,yes,no,no,,https://www.jnj.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
JNJ,Johnson & Johnson,earnings_results_archive,https://investor.jnj.com/financials/quarterly-results,Johnson & Johnson quarterly results archive,yes,yes,yes,48,https://investor.jnj.com/financials/quarterly-results,2026-05-13T09:55:47Z,200,ok,https://investor.jnj.com/financials/quarterly-results/,text/html; charset=utf-8,cloudflare,120000,Financials - Quarterly results | Johnson &amp; Johnson,yes,yes,no,no,,https://investor.jnj.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
JPM,JPMorgan Chase,company_news_archive,https://www.jpmorganchase.com/newsroom/press-releases,JPMorgan Chase official newsroom press releases,yes,yes,no,49,https://www.jpmorganchase.com/newsroom/press-releases,2026-05-13T09:55:48Z,200,ok,https://www.jpmorganchase.com/newsroom/press-releases,text/html;charset=utf-8,,101789,Press Releases,yes,yes,no,no,,https://www.jpmorganchase.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
JPM,JPMorgan Chase,investor_relations,https://www.jpmorganchase.com/ir,JPMorgan Chase investor relations page with press releases and filings,yes,yes,yes,50,https://www.jpmorganchase.com/ir,2026-05-13T09:55:48Z,200,ok,https://www.jpmorganchase.com/ir,text/html;charset=utf-8,,120000,Investor Relations | JPMorganChase,yes,yes,no,no,,https://www.jpmorganchase.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
JPM,JPMorgan Chase,earnings_results_archive,https://www.jpmorganchase.com/ir/quarterly-earnings,JPMorgan Chase quarterly earnings archive,yes,yes,yes,51,https://www.jpmorganchase.com/ir/quarterly-earnings,2026-05-13T09:55:48Z,200,ok,https://www.jpmorganchase.com/ir/quarterly-earnings,text/html;charset=utf-8,,111570,Quarterly Earnings | JPMorganChase,yes,yes,no,no,,https://www.jpmorganchase.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
KO,Coca-Cola,company_news_archive,https://www.coca-colacompany.com/media-center,Coca-Cola official media center with company news,yes,yes,no,52,https://www.coca-colacompany.com/media-center,2026-05-13T09:55:49Z,200,ok,https://www.coca-colacompany.com/media-center-,text/html,CEP,120000,Media Center,yes,yes,no,no,,https://www.coca-colacompany.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
KO,Coca-Cola,press_releases_archive,https://investors.coca-colacompany.com/news-events/press-releases,Coca-Cola investor press releases archive,yes,yes,yes,53,https://investors.coca-colacompany.com/news-events/press-releases,2026-05-13T09:55:49Z,200,ok,https://investors.coca-colacompany.com/news-events/press-releases,text/html; charset=UTF-8,Apache,72216,Press Releases :: The Coca-Cola Company (KO),yes,yes,yes,no,,https://investors.coca-colacompany.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
KO,Coca-Cola,earnings_results_archive,https://investors.coca-colacompany.com/news-events/press-releases?category=financial,Coca-Cola financial press releases and earnings results archive,yes,yes,yes,54,https://investors.coca-colacompany.com/news-events/press-releases?category=financial,2026-05-13T09:55:49Z,200,ok,https://investors.coca-colacompany.com/news-events/press-releases?category=financial,text/html; charset=UTF-8,Apache,52684,Press Releases :: The Coca-Cola Company (KO),yes,yes,yes,no,,https://investors.coca-colacompany.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
