ticker,company,source_type,source_type_raw,url,canonical_url,coverage_note,has_dates,has_full_text,needs_js,notes,source_input_file,duplicate_input_rows,review_likely_value,review_vendor_profile,review_http_status,review_q4_years_2010_2023,crawler_grade,robots_policy,dedupe_key
BA,The Boeing Company,company_financial_report_archive,financial_reports_archive,https://investors.boeing.com/investors/reports/,https://investors.boeing.com/investors/reports/,Official Boeing financial reports archive for annual reports and quarterly earnings materials. | Official reports hub linking quarterly reports annual reports and SEC filings.,yes,yes,yes,Useful for full annual/quarterly documents in the Train/OOS windows. | Useful backup for older financial periods,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,q4_or_q4_like,200,2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,BA|https://investors.boeing.com/investors/reports/
BA,The Boeing Company,company_presentation_archive,events_presentations|investor_presentations_archive,https://investors.boeing.com/investors/events-presentations/,https://investors.boeing.com/investors/events-presentations/,Official Boeing IR events and presentations archive with dated investor-event materials. | Official events and presentations archive with dated earnings calls and presentations.,yes,yes,yes,Use for presentations/transcripts; may need JS for archive filtering. | Good for event-driven datasets,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,q4_or_q4_like,200,2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,BA|https://investors.boeing.com/investors/events-presentations/
BA,The Boeing Company,company_press_release_archive,ir_news_archive|ir_press_releases_archive,https://investors.boeing.com/investors/news/default.aspx,https://investors.boeing.com/investors/news/default.aspx,Official Boeing IR news archive with dated releases; Q4/IR provider year filters may require JS. | Official Boeing IR news archive with dated release detail pages and full text.,yes,yes,no,Use for investor/financial press releases; detail pages carry dates/full text. | Official company IR page,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,q4_or_q4_like,200,2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,BA|https://investors.boeing.com/investors/news/default.aspx
CAT,Caterpillar Inc.,company_earnings_archive,earnings_results_archive|quarterly_results,https://investors.caterpillar.com/financials/quarterly-results/default.aspx,https://investors.caterpillar.com/financials/quarterly-results/default.aspx,Official Caterpillar quarterly results archive with dated earnings releases and materials. | Official quarterly results archive with dated releases and presentations.,yes,yes,yes,Best CAT source for earnings releases in Train/OOS windows. | Strong official earnings source,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CAT|https://investors.caterpillar.com/financials/quarterly-results/default.aspx
CAT,Caterpillar Inc.,company_ir_hub,investor_relations_hub,https://investors.caterpillar.com/overview/default.aspx,https://investors.caterpillar.com/overview/default.aspx,Overview page exposing news releases quarterly results and presentations from the same official IR site.,yes,yes,no,Good discovery page if crawling multiple source types,deep_research_report_10_official_ir_sources.csv,1,high_q4_feed,q4_or_q4_like,200,2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CAT|https://investors.caterpillar.com/overview/default.aspx
CAT,Caterpillar Inc.,company_presentation_archive,events_presentations|investor_presentations_archive,https://investors.caterpillar.com/events-presentations/default.aspx,https://investors.caterpillar.com/events-presentations/default.aspx,Official Caterpillar events and presentations archive with year selector and dated presentation materials. | Official events and presentations archive with dated conference materials.,yes,yes,yes,Use presentation PDFs and event dates; Q4 archive filtering may require JS. | Useful for presentations and event timing,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CAT|https://investors.caterpillar.com/events-presentations/default.aspx
CAT,Caterpillar Inc.,company_press_release_archive,ir_news_releases,https://investors.caterpillar.com/news/default.aspx,https://investors.caterpillar.com/news/default.aspx,Official Caterpillar IR news area with dated release details.,yes,yes,yes,Use for investor/earnings news; detail pages are full text.,official_ir_sources_29_dow_tickers.csv,1,high_q4_feed,q4_or_q4_like,403,2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CAT|https://investors.caterpillar.com/news/default.aspx
CRM,Salesforce Inc.,company_earnings_archive,earnings_results_archive|quarterly_results,https://investor.salesforce.com/financials/quarterly-results/,https://investor.salesforce.com/financials/quarterly-results/,Official Salesforce IR quarterly results archive with dated earnings releases and materials. | Official quarterly results hub with earnings materials and dated filings.,yes,yes,yes,Best official earnings/results source; Q4/IR page may require JS for older years. | Good fit for quarterly results,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CRM|https://investor.salesforce.com/financials/quarterly-results/
CRM,Salesforce Inc.,company_presentation_archive,events_presentations|investor_presentations_archive,https://investor.salesforce.com/events-and-presentations/default.aspx,https://investor.salesforce.com/events-and-presentations/default.aspx,Official Salesforce IR events and presentations archive. | Official investor events and presentations archive with webcast and deck links.,yes,yes,yes,Use for investor presentations/webcasts; filter by event date. | Useful for conference and earnings materials,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CRM|https://investor.salesforce.com/events-and-presentations/default.aspx
CRM,Salesforce Inc.,company_press_release_archive,ir_press_releases_archive,https://investor.salesforce.com/news/default.aspx,https://investor.salesforce.com/news/default.aspx,Official Salesforce investor news archive with dated detail pages.,yes,yes,no,Official IR page,deep_research_report_10_official_ir_sources.csv,1,high_q4_feed,q4_or_q4_like,200,2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CRM|https://investor.salesforce.com/news/default.aspx
CSCO,Cisco Systems Inc.,company_earnings_archive,earnings_results_archive|quarterly_results,https://investor.cisco.com/financials/quarterly-results/default.aspx,https://investor.cisco.com/financials/quarterly-results/default.aspx,"Official Cisco IR quarterly results archive with dated earnings releases, slides and prepared remarks. | Official quarterly results page with dated earnings releases and transcripts. Search results showed at least 2020 materials on-page.",yes,yes,yes,Best Cisco source for financial-result releases in Train/OOS windows. | Solid source for earnings backfill,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CSCO|https://investor.cisco.com/financials/quarterly-results/default.aspx
CSCO,Cisco Systems Inc.,company_presentation_archive,events_presentations|investor_presentations_archive,https://investor.cisco.com/events-and-presentations/default.aspx,https://investor.cisco.com/events-and-presentations/default.aspx,Official Cisco IR events and presentations archive with dated materials. | Official events and presentations archive with dated earnings and conference materials.,yes,yes,yes,Use for investor events and earnings-call context. | Useful for slide decks and webcast metadata,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CSCO|https://investor.cisco.com/events-and-presentations/default.aspx
CSCO,Cisco Systems Inc.,company_press_release_archive,ir_press_releases_archive,https://investor.cisco.com/news/default.aspx,https://investor.cisco.com/news/default.aspx,Official Cisco IR news archive with dated release pages.,yes,yes,no,Official IR page,deep_research_report_10_official_ir_sources.csv,1,high_q4_feed,q4_or_q4_like,200,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CSCO|https://investor.cisco.com/news/default.aspx
DIS,The Walt Disney Company,company_earnings_archive,quarterly_results,https://investors.thewaltdisneycompany.com/financials/quarterly-results/default.aspx,https://investors.thewaltdisneycompany.com/financials/quarterly-results/default.aspx,Official Disney quarterly results archive with earnings releases and financial materials.,yes,yes,yes,Best Disney earnings-results source.,official_ir_sources_29_dow_tickers.csv,1,high_q4_feed,cloudflare_challenge,403,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,DIS|https://investors.thewaltdisneycompany.com/financials/quarterly-results/default.aspx
DIS,The Walt Disney Company,company_ir_hub,investor_relations_hub,https://investors.thewaltdisneycompany.com/,https://investors.thewaltdisneycompany.com/,Official IR hub linking news quarterly results annual reports and events.,yes,yes,yes,Useful discovery page for adjacent archives,deep_research_report_10_official_ir_sources.csv,1,high_q4_feed,q4_or_q4_like,200,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,DIS|https://investors.thewaltdisneycompany.com/
DIS,The Walt Disney Company,company_presentation_archive,events_presentations|investor_presentations_archive,https://investors.thewaltdisneycompany.com/events-and-presentations/default.aspx,https://investors.thewaltdisneycompany.com/events-and-presentations/default.aspx,Official Disney IR events and presentations archive with dated materials. | Official Disney events and presentations archive with archived events and webcast materials.,yes,yes,yes,Use for presentations/webcasts; filter by event date. | Official IR provider page with JS-driven year filter,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,DIS|https://investors.thewaltdisneycompany.com/events-and-presentations/default.aspx
DIS,The Walt Disney Company,company_press_release_archive,ir_news_archive|ir_press_releases_archive,https://investors.thewaltdisneycompany.com/news/default.aspx,https://investors.thewaltdisneycompany.com/news/default.aspx,Official Disney IR news archive with dated investor releases. | Official Disney IR news archive. Search results show dated entries and year selection.,yes,yes,yes,Use for earnings/dividend/investor-specific releases; Q4 page may require JS for archive filters. | Official IR provider page with JS-driven year filter,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,q4_or_q4_like,200,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,DIS|https://investors.thewaltdisneycompany.com/news/default.aspx
JNJ,Johnson & Johnson,company_earnings_archive,earnings_results_archive|quarterly_results,https://www.investor.jnj.com/financials/quarterly-results/default.aspx,https://www.investor.jnj.com/financials/quarterly-results/default.aspx,Official J&J quarterly results archive with earnings releases and materials. | Official quarterly results archive with press releases supplemental schedules and earnings presentations.,yes,yes,yes,Best J&J earnings-results source for Train/OOS windows. | Strong earnings source on official IR site,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,JNJ|https://www.investor.jnj.com/financials/quarterly-results/default.aspx
JNJ,Johnson & Johnson,company_news_archive,ir_news,https://www.investor.jnj.com/investor-news/default.aspx,https://www.investor.jnj.com/investor-news/default.aspx,Official J&J IR news archive with dated investor releases.,yes,yes,yes,Use for investor/earnings-specific release pages.,official_ir_sources_29_dow_tickers.csv,1,high_q4_feed,cloudflare_challenge,403,2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,JNJ|https://www.investor.jnj.com/investor-news/default.aspx
JNJ,Johnson & Johnson,company_presentation_archive,events_presentations|investor_presentations_archive,https://www.investor.jnj.com/events-and-presentations/default.aspx,https://www.investor.jnj.com/events-and-presentations/default.aspx,Official J&J events and presentations archive with dated materials. | Official events and presentations archive with dated decks press releases and transcripts.,yes,yes,yes,Use for presentations and earnings/investor-event context. | Useful for earnings and conference materials,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,JNJ|https://www.investor.jnj.com/events-and-presentations/default.aspx
NKE,NIKE Inc.,company_earnings_archive,annual_reports_sec_filings|investor_reports_hub|ir_news_events_reports|quarterly_earnings_archive,https://investors.nike.com/investors/news-events-and-reports/default.aspx#quarterly-earnings,https://investors.nike.com/investors/news-events-and-reports/default.aspx,"Official Nike News, Events & Reports page containing Investor News, Quarterly Earnings, Annual Reports, Events & Presentations and SEC Filings. | Official Nike quarterly earnings section within News, Events & Reports; dated earnings releases and materials. | Official Nike annual reports/SEC filings sections within News, Events & Reports. | Official NIKE combined hub covering investor news quarterly earnings annual reports and events presentations.",yes,yes,yes,Central official Nike archive hub; filters may require JS. | Anchor/section source; scrape detail links from main page. | Use full report/SEC detail pages for older Train-period coverage. | Good all-in-one official source,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,4,high_q4_feed,cloudflare_challenge,403,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,NKE|https://investors.nike.com/investors/news-events-and-reports/default.aspx
NKE,NIKE Inc.,company_news_archive,investor_news_details_archive,https://investors.nike.com/investors/news-events-and-reports/investor-news/investor-news-details/,https://investors.nike.com/investors/news-events-and-reports/investor-news/investor-news-details/,Official Nike investor-news details archive area with dated full release pages.,yes,yes,yes,Use surfaced detail pages for stable full-text release URLs.,official_ir_sources_29_dow_tickers.csv,1,high_q4_feed,cloudflare_challenge,403,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,NKE|https://investors.nike.com/investors/news-events-and-reports/investor-news/investor-news-details/
TRV,The Travelers Companies Inc.,company_earnings_archive,earnings_results_archive|quarterly_results,https://investor.travelers.com/financial-information/quarterly-results/default.aspx,https://investor.travelers.com/financial-information/quarterly-results/default.aspx,Official Travelers quarterly results archive with earnings releases and financial materials. | Official Travelers quarterly results archive linked from the investor site navigation.,yes,yes,yes,Best TRV earnings-results source for Train/OOS windows. | Good core source for quarter-level materials,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,q4_or_q4_like,200,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,TRV|https://investor.travelers.com/financial-information/quarterly-results/default.aspx
TRV,The Travelers Companies Inc.,company_ir_hub,investor_home,https://investor.travelers.com/home/default.aspx,https://investor.travelers.com/home/default.aspx,"Official Travelers IR hub with latest earnings release, presentation and financial links.",yes,yes,yes,Hub/fallback; prefer press releases and quarterly-results pages for archival extraction.,official_ir_sources_29_dow_tickers.csv,1,high_q4_feed,q4_or_q4_like,200,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,TRV|https://investor.travelers.com/home/default.aspx
TRV,The Travelers Companies Inc.,company_presentation_archive,events_presentations|investor_presentations_archive,https://investor.travelers.com/events-and-presentations/default.aspx,https://investor.travelers.com/events-and-presentations/default.aspx,Official Travelers events and presentations archive with dated earnings-call/event materials. | Official Travelers events and presentations archive linked from the investor site navigation.,yes,yes,yes,Use presentation and event links; Q4 page may require JS for older archive filters. | Useful for earnings calls and investor events,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,q4_or_q4_like,200,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,TRV|https://investor.travelers.com/events-and-presentations/default.aspx
TRV,The Travelers Companies Inc.,company_press_release_archive,ir_press_releases_archive|press_releases,https://investor.travelers.com/newsroom/press-releases/default.aspx,https://investor.travelers.com/newsroom/press-releases/default.aspx,Official Travelers investor newsroom press-release archive with dated full release pages. | Official Travelers press release archive on the investor newsroom site.,yes,yes,yes,Primary Travelers press/earnings release source. | Official IR newsroom route,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,q4_or_q4_like,200,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,TRV|https://investor.travelers.com/newsroom/press-releases/default.aspx
V,Visa Inc.,company_earnings_archive,earnings_results_archive|quarterly_earnings,https://investor.visa.com/financial-information/quarterly-earnings/,https://investor.visa.com/financial-information/quarterly-earnings/,Official Visa quarterly earnings archive with dated earnings releases and materials. | Official Visa quarterly earnings archive with archived reports section.,yes,yes,yes,Best Visa earnings-results source for Train/OOS windows. | Good fit for quarter-level extraction,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,V|https://investor.visa.com/financial-information/quarterly-earnings/
V,Visa Inc.,company_presentation_archive,events_archive|investor_presentations_archive,https://investor.visa.com/events-calendar/events-archive/default.aspx,https://investor.visa.com/events-calendar/events-archive/default.aspx,"Official Visa events archive with dated events, press releases and presentations. | Official Visa events archive with earnings conference calls and event materials.",yes,yes,yes,Use event dates and linked PDFs/webcasts. | Useful for presentations and webcasts,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,V|https://investor.visa.com/events-calendar/events-archive/default.aspx
V,Visa Inc.,company_press_release_archive,ir_news_releases|ir_press_releases_archive,https://investor.visa.com/news/default.aspx,https://investor.visa.com/news/default.aspx,Official Visa IR news-release archive with dated release pages. | Official Visa press release archive with dated items and year selector.,yes,yes,yes,Primary Visa investor/news release source. | Official IR provider page,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,q4_or_q4_like,200,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,V|https://investor.visa.com/news/default.aspx
