ticker,company,source_type,source_url,crawler_grade,source_http_status,source_final_url,source_error,source_fetch_skipped,vendor_profile,vendor_recommendation,archive_pages_seen,candidate_links_seen,q4_feed_candidates_seen,rss_candidates_seen,wordpress_candidates_seen,accepted_documents,rejected_candidates_checked
HD,The Home Depot Inc.,company_press_release_archive,https://ir.homedepot.com/news-releases/2025,crawler_ready,200,https://ir.homedepot.com/news-releases/2025,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
HD,The Home Depot Inc.,company_press_release_archive,https://ir.homedepot.com/news-releases/archive,crawler_ready,200,https://ir.homedepot.com/news-releases/archive,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
IBM,International Business Machines Corporation,company_earnings_archive,https://www.ibm.com/investor/financial-reporting/quarterly-earnings,crawler_ready,200,https://www.ibm.com/investor/financial-reporting/quarterly-earnings,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
IBM,International Business Machines Corporation,company_financial_report_archive,https://www.ibm.com/investor/financial-reporting,crawler_ready,200,https://www.ibm.com/investor/financial-reporting,,no,gcs_web,Use GCS/Web year/category pagination; validate detail pages after URL discovery.,0,8,0,0,0,0,8
IBM,International Business Machines Corporation,company_presentation_archive,https://www.ibm.com/investor/events,crawler_ready,200,https://www.ibm.com/investor/events,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
IBM,International Business Machines Corporation,company_press_release_archive,https://newsroom.ibm.com/announcements,crawler_ready,200,https://newsroom.ibm.com/announcements,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
INTC,Intel Corporation,company_earnings_archive,https://www.intc.com/financial-info/financial-results,crawler_ready,200,https://www.intc.com/financial-info/financial-results,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
JNJ,Johnson & Johnson,company_press_release_archive,https://www.jnj.com/media-center/press-releases,crawler_ready,200,https://www.jnj.com/media-center/press-releases,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,2,0,0,0,0,0,0
JPM,JPMorgan Chase & Co.,company_earnings_archive,https://www.jpmorganchase.com/ir/quarterly-earnings,crawler_ready,200,https://www.jpmorganchase.com/ir/quarterly-earnings,,no,gcs_web,Use GCS/Web year/category pagination; validate detail pages after URL discovery.,0,4,0,0,0,0,4
JPM,JPMorgan Chase & Co.,company_financial_report_archive,https://www.jpmorganchase.com/ir/annual-report,crawler_ready,200,https://www.jpmorganchase.com/ir/annual-report,,no,gcs_web,Use GCS/Web year/category pagination; validate detail pages after URL discovery.,0,8,0,0,0,0,8
JPM,JPMorgan Chase & Co.,company_presentation_archive,https://www.jpmorganchase.com/ir/events,crawler_ready,200,https://www.jpmorganchase.com/ir/events,,no,gcs_web,Use GCS/Web year/category pagination; validate detail pages after URL discovery.,0,4,0,0,0,0,4
JPM,JPMorgan Chase & Co.,company_press_release_archive,https://www.jpmorganchase.com/ir/news,crawler_ready,200,https://www.jpmorganchase.com/ir/news,,no,gcs_web,Use GCS/Web year/category pagination; validate detail pages after URL discovery.,0,4,0,0,0,0,4
MCD,McDonald's Corporation,company_financial_report_archive,https://corporate.mcdonalds.com/corpmcd/investors/financial-information.html,crawler_ready,200,https://corporate.mcdonalds.com/corpmcd/investors/financial-information.html,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
MCD,McDonald's Corporation,company_ir_hub,https://corporate.mcdonalds.com/corpmcd/investors.html,crawler_ready,200,https://corporate.mcdonalds.com/corpmcd/investors.html,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
MCD,McDonald's Corporation,company_presentation_archive,https://corporate.mcdonalds.com/corpmcd/investors/events-and-presentations.html,crawler_ready,200,https://corporate.mcdonalds.com/corpmcd/investors/events-and-presentations.html,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
MCD,McDonald's Corporation,company_press_release_archive,https://mcdonalds.mediaroom.com/,crawler_ready,200,https://mcdonalds.mediaroom.com/,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
MRK,Merck & Co. Inc.,company_earnings_archive,https://www.merck.com/investor-relations/financial-information/,crawler_ready,200,https://www.merck.com/investor-relations/financial-information/,,no,wordpress,Use WordPress REST API or sitemap before HTML scraping.,0,8,0,0,0,0,8
MRK,Merck & Co. Inc.,company_ir_hub,https://www.merck.com/investor-relations/,crawler_ready,200,https://www.merck.com/investor-relations/,,no,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,0,8,0,0,0,0,8
MRK,Merck & Co. Inc.,company_presentation_archive,https://www.merck.com/investor-relations/events-and-presentations/,crawler_ready,200,https://www.merck.com/investor-relations/events-and-presentations/,,no,wordpress,Use WordPress REST API or sitemap before HTML scraping.,0,8,0,0,0,0,8
MRK,Merck & Co. Inc.,company_press_release_archive,https://www.merck.com/media/news/,crawler_ready,200,https://www.merck.com/media/news/,,no,wordpress,Use WordPress REST API or sitemap before HTML scraping.,0,7,0,0,0,0,7
MSFT,Microsoft Corporation,company_earnings_archive,https://www.microsoft.com/en-us/investor/earnings/fy-2023-q2/press-release-webcast,crawler_ready,200,https://www.microsoft.com/en-us/investor/earnings/fy-2023-q2/press-release-webcast,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
MSFT,Microsoft Corporation,company_earnings_archive,https://www.microsoft.com/en-us/investor/investor-information,crawler_ready,200,https://www.microsoft.com/en-us/investor/investor-information,,no,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,0,8,0,0,0,0,8
MSFT,Microsoft Corporation,company_financial_report_archive,https://www.microsoft.com/en-us/investor/annual-reports,crawler_ready,200,https://www.microsoft.com/en-us/investor/annual-reports,,no,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,0,8,0,0,0,0,8
MSFT,Microsoft Corporation,company_financial_report_archive,https://www.microsoft.com/investor/reports/ar25/index.html,crawler_ready,200,https://www.microsoft.com/investor/reports/ar25/index.html,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,5,0,0,0,0,5
MSFT,Microsoft Corporation,company_presentation_archive,https://www.microsoft.com/en-us/investor/events/default,crawler_ready,200,https://www.microsoft.com/en-us/investor/events/default,,no,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,0,8,0,0,0,0,8
MSFT,Microsoft Corporation,company_press_release_archive,https://news.microsoft.com/source/tag/press-releases/,crawler_ready,200,https://news.microsoft.com/source/tag/press-releases/,,no,wordpress,Use WordPress REST API or sitemap before HTML scraping.,0,8,0,0,0,0,8
PG,The Procter & Gamble Company,company_financial_report_archive,https://www.pginvestor.com/financials/annual-reports/default.aspx,crawler_ready,200,https://www.pginvestor.com/financials/annual-reports/default.aspx,,no,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,0,8,0,0,0,0,8
UNH,UnitedHealth Group Incorporated,company_financial_report_archive,https://www.unitedhealthgroup.com/investors/archive.html,crawler_ready,,https://www.unitedhealthgroup.com/investors/archive.html,"ReadTimeout: HTTPSConnectionPool(host='www.unitedhealthgroup.com', port=443): Read timed out. (read timeout=3)",no,fetch_problem,Recheck with requests/certifi/curl fallback and replace if still blocked.,1,8,0,0,0,0,8
UNH,UnitedHealth Group Incorporated,company_financial_report_archive,https://www.unitedhealthgroup.com/investors/financial-reports.html,crawler_ready,200,https://www.unitedhealthgroup.com/investors/financial-reports.html,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
UNH,UnitedHealth Group Incorporated,company_ir_hub,https://www.unitedhealthgroup.com/investors.html,crawler_ready,,https://www.unitedhealthgroup.com/investors.html,"ReadTimeout: HTTPSConnectionPool(host='www.unitedhealthgroup.com', port=443): Read timed out. (read timeout=3)",no,fetch_problem,Recheck with requests/certifi/curl fallback and replace if still blocked.,1,8,0,0,0,0,8
UNH,UnitedHealth Group Incorporated,company_press_release_archive,https://www.unitedhealthgroup.com/newsroom/press-releases.html,crawler_ready,200,https://www.unitedhealthgroup.com/newsroom/press-releases.html,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
VZ,Verizon Communications Inc.,company_earnings_archive,https://www.verizon.com/about/investors/quarterly-earnings,crawler_ready,200,https://www.verizon.com/about/investors/quarterly-earnings,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
VZ,Verizon Communications Inc.,company_ir_hub,https://www.verizon.com/about/investors,crawler_ready,,https://www.verizon.com/about/investors,"ReadTimeout: HTTPSConnectionPool(host='www.verizon.com', port=443): Read timed out. (read timeout=3)",no,fetch_problem,Recheck with requests/certifi/curl fallback and replace if still blocked.,1,8,0,0,0,0,8
VZ,Verizon Communications Inc.,company_news_archive,https://www.verizon.com/about/investors/investor-news,crawler_ready,200,https://www.verizon.com/about/investors/investor-news,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
VZ,Verizon Communications Inc.,company_press_release_archive,https://www.verizon.com/about/news,crawler_ready,200,https://www.verizon.com/about/news,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
VZ,Verizon Communications Inc.,company_press_release_archive,https://www.verizon.com/about/news/press-releases,crawler_ready,200,https://www.verizon.com/about/news/press-releases,,no,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,0,0,0,0,8
WMT,Walmart Inc.,company_press_release_archive,https://corporate.walmart.com/news,crawler_ready,,https://corporate.walmart.com/news,"ReadTimeout: HTTPSConnectionPool(host='corporate.walmart.com', port=443): Read timed out. (read timeout=3)",no,fetch_problem,Recheck with requests/certifi/curl fallback and replace if still blocked.,1,8,0,0,0,0,8
