ticker,company,source_type,source_type_raw,url,canonical_url,coverage_note,has_dates,has_full_text,needs_js,notes,source_input_file,duplicate_input_rows,review_likely_value,review_vendor_profile,review_http_status,review_q4_years_2010_2023,crawler_grade,robots_policy,dedupe_key
AMZN,Amazon.com Inc.,company_earnings_archive,earnings_results_archive|quarterly_results,https://ir.aboutamazon.com/quarterly-results/default.aspx,https://ir.aboutamazon.com/quarterly-results/default.aspx,Official Amazon quarterly results archive; includes dated earnings releases and financial materials. | Official quarterly results hub with dated earnings materials and historical quarters.,yes,yes,yes,Best Amazon source for earnings releases within Train and OOS windows. | Official IR provider page and JS-driven list,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,AMZN|https://ir.aboutamazon.com/quarterly-results/default.aspx
AMZN,Amazon.com Inc.,company_financial_report_archive,annual_reports_archive|annual_reports_shareholder_letters,https://ir.aboutamazon.com/annual-reports-proxies-and-shareholder-letters/default.aspx,https://ir.aboutamazon.com/annual-reports-proxies-and-shareholder-letters/default.aspx,"Official Amazon archive for annual reports, proxies and shareholder letters; useful back through 2010-era filings. | Official annual reports proxy statements and shareholder letters archive. Useful backup for older train years.",yes,yes,yes,Full annual reports and letters; good long-history supplement. | Official IR provider page and JS-driven list,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,AMZN|https://ir.aboutamazon.com/annual-reports-proxies-and-shareholder-letters/default.aspx
AMZN,Amazon.com Inc.,company_presentation_archive,investor_events,https://ir.aboutamazon.com/events/default.aspx,https://ir.aboutamazon.com/events/default.aspx,Official Amazon IR events page with dated events and webcasts/presentations.,yes,yes,yes,Use event dates to align with split; includes earnings calls and investor events.,official_ir_sources_29_dow_tickers.csv,1,high_q4_feed,cloudflare_challenge,403,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,AMZN|https://ir.aboutamazon.com/events/default.aspx
AMZN,Amazon.com Inc.,company_press_release_archive,ir_press_releases|ir_press_releases_archive,https://ir.aboutamazon.com/news-release/default.aspx,https://ir.aboutamazon.com/news-release/default.aspx,Official Amazon IR news-release archive with dated full release pages. | Official Amazon IR press release archive with dated release detail pages. Useful for corporate and financial event history.,yes,yes,yes,Primary official source for Amazon financial/company releases. | Official IR provider page and JS-driven list,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,AMZN|https://ir.aboutamazon.com/news-release/default.aspx
AXP,American Express Company,company_financial_report_archive,annual_reports_proxy,https://ir.americanexpress.com/financials/annual-reports-and-proxy-statements/default.aspx,https://ir.americanexpress.com/financials/annual-reports-and-proxy-statements/default.aspx,Official AXP annual reports and proxy statements; visible archive covers 2014 onward and likely more through filters.,yes,yes,yes,Good for annual full-text reporting; use SEC page for earlier 2010-2013 annual/quarterly coverage if annual page is incomplete.,official_ir_sources_29_dow_tickers.csv,1,high_q4_feed,q4_or_q4_like,200,2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,AXP|https://ir.americanexpress.com/financials/annual-reports-and-proxy-statements/default.aspx
AXP,American Express Company,company_financial_report_archive,financial_reports_archive,https://ir.americanexpress.com/investor-relations/financial-documents-and-reports/default.aspx,https://ir.americanexpress.com/investor-relations/financial-documents-and-reports/default.aspx,Official financial documents hub for quarterly and annual materials.,yes,yes,yes,Good for earnings releases and annual documents,deep_research_report_10_official_ir_sources.csv,1,high_q4_feed,q4_or_q4_like,404,2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,AXP|https://ir.americanexpress.com/investor-relations/financial-documents-and-reports/default.aspx
AXP,American Express Company,company_news_archive,ir_news_archive,https://ir.americanexpress.com/news/investor-relations-news/default.aspx,https://ir.americanexpress.com/news/investor-relations-news/default.aspx,Official American Express IR news archive with dated full release pages.,yes,yes,yes,Primary official news/earnings-release archive.,official_ir_sources_29_dow_tickers.csv,1,high_q4_feed,q4_or_q4_like,200,2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,AXP|https://ir.americanexpress.com/news/investor-relations-news/default.aspx
AXP,American Express Company,company_presentation_archive,investor_events,https://ir.americanexpress.com/events/default.aspx,https://ir.americanexpress.com/events/default.aspx,"Official AXP events archive with dated earnings calls, investor days and presentation links.",yes,yes,yes,Past events include older investor days and earnings-call materials.,official_ir_sources_29_dow_tickers.csv,1,high_q4_feed,q4_or_q4_like,200,2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,AXP|https://ir.americanexpress.com/events/default.aspx
AXP,American Express Company,company_presentation_archive,investor_presentations_archive,https://ir.americanexpress.com/news-events/events-and-presentations/default.aspx,https://ir.americanexpress.com/news-events/events-and-presentations/default.aspx,Official events and presentations archive with dated decks webcasts and transcripts.,yes,yes,yes,Useful for investor event materials,deep_research_report_10_official_ir_sources.csv,1,high_q4_feed,q4_or_q4_like,404,2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,AXP|https://ir.americanexpress.com/news-events/events-and-presentations/default.aspx
AXP,American Express Company,company_press_release_archive,ir_press_releases_archive,https://ir.americanexpress.com/news-events/press-releases/default.aspx,https://ir.americanexpress.com/news-events/press-releases/default.aspx,Official IR news archive with dated release pages and full text.,yes,yes,yes,Official IR provider page,deep_research_report_10_official_ir_sources.csv,1,high_q4_feed,q4_or_q4_like,404,2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,AXP|https://ir.americanexpress.com/news-events/press-releases/default.aspx
AXP,American Express Company,company_sec_filings_hub,earnings_sec_filings,https://ir.americanexpress.com/financials/earnings-and-sec-filings/default.aspx,https://ir.americanexpress.com/financials/earnings-and-sec-filings/default.aspx,Official AXP earnings and SEC filings page with date/type filters and full filing documents.,yes,yes,yes,Use filings and earnings release details for Train/OOS coverage.,official_ir_sources_29_dow_tickers.csv,1,medium_duplicate_sec,q4_or_q4_like,200,2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,AXP|https://ir.americanexpress.com/financials/earnings-and-sec-filings/default.aspx
BA,The Boeing Company,company_financial_report_archive,financial_reports_archive,https://investors.boeing.com/investors/reports/,https://investors.boeing.com/investors/reports/,Official Boeing financial reports archive for annual reports and quarterly earnings materials. | Official reports hub linking quarterly reports annual reports and SEC filings.,yes,yes,yes,Useful for full annual/quarterly documents in the Train/OOS windows. | Useful backup for older financial periods,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,q4_or_q4_like,200,2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,BA|https://investors.boeing.com/investors/reports/
BA,The Boeing Company,company_presentation_archive,events_presentations|investor_presentations_archive,https://investors.boeing.com/investors/events-presentations/,https://investors.boeing.com/investors/events-presentations/,Official Boeing IR events and presentations archive with dated investor-event materials. | Official events and presentations archive with dated earnings calls and presentations.,yes,yes,yes,Use for presentations/transcripts; may need JS for archive filtering. | Good for event-driven datasets,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,q4_or_q4_like,200,2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,BA|https://investors.boeing.com/investors/events-presentations/
BA,The Boeing Company,company_press_release_archive,company_newsroom_archive,https://boeing.mediaroom.com/news-releases-statements,https://boeing.mediaroom.com/news-releases-statements,Official Boeing MediaRoom news-release archive with dated release pages and older paginated history.,yes,yes,no,Best Boeing source for long-history press releases.,official_ir_sources_29_dow_tickers.csv,1,medium_static_duplicate,static_html_or_custom,200,,crawler_ready,Use official company pages; respect robots and rate limits.,BA|https://boeing.mediaroom.com/news-releases-statements
BA,The Boeing Company,company_press_release_archive,ir_news_archive|ir_press_releases_archive,https://investors.boeing.com/investors/news/default.aspx,https://investors.boeing.com/investors/news/default.aspx,Official Boeing IR news archive with dated releases; Q4/IR provider year filters may require JS. | Official Boeing IR news archive with dated release detail pages and full text.,yes,yes,no,Use for investor/financial press releases; detail pages carry dates/full text. | Official company IR page,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,q4_or_q4_like,200,2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,BA|https://investors.boeing.com/investors/news/default.aspx
CAT,Caterpillar Inc.,company_earnings_archive,earnings_results_archive|quarterly_results,https://investors.caterpillar.com/financials/quarterly-results/default.aspx,https://investors.caterpillar.com/financials/quarterly-results/default.aspx,Official Caterpillar quarterly results archive with dated earnings releases and materials. | Official quarterly results archive with dated releases and presentations.,yes,yes,yes,Best CAT source for earnings releases in Train/OOS windows. | Strong official earnings source,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CAT|https://investors.caterpillar.com/financials/quarterly-results/default.aspx
CAT,Caterpillar Inc.,company_ir_hub,investor_relations_hub,https://investors.caterpillar.com/overview/default.aspx,https://investors.caterpillar.com/overview/default.aspx,Overview page exposing news releases quarterly results and presentations from the same official IR site.,yes,yes,no,Good discovery page if crawling multiple source types,deep_research_report_10_official_ir_sources.csv,1,high_q4_feed,q4_or_q4_like,200,2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CAT|https://investors.caterpillar.com/overview/default.aspx
CAT,Caterpillar Inc.,company_presentation_archive,events_presentations|investor_presentations_archive,https://investors.caterpillar.com/events-presentations/default.aspx,https://investors.caterpillar.com/events-presentations/default.aspx,Official Caterpillar events and presentations archive with year selector and dated presentation materials. | Official events and presentations archive with dated conference materials.,yes,yes,yes,Use presentation PDFs and event dates; Q4 archive filtering may require JS. | Useful for presentations and event timing,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CAT|https://investors.caterpillar.com/events-presentations/default.aspx
CAT,Caterpillar Inc.,company_press_release_archive,ir_news_releases,https://investors.caterpillar.com/news/default.aspx,https://investors.caterpillar.com/news/default.aspx,Official Caterpillar IR news area with dated release details.,yes,yes,yes,Use for investor/earnings news; detail pages are full text.,official_ir_sources_29_dow_tickers.csv,1,high_q4_feed,q4_or_q4_like,403,2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CAT|https://investors.caterpillar.com/news/default.aspx
CAT,Caterpillar Inc.,company_press_release_archive,company_press_release_archive,https://www.caterpillar.com/en/news/corporate-press-releases/h.html,https://www.caterpillar.com/en/news/corporate-press-releases/h.html,Official Caterpillar corporate press-release archive with dated release pages; includes older historical pages.,yes,yes,no,Primary long-history company-news source.,official_ir_sources_29_dow_tickers.csv,1,low_blocked_unless_feed,fetch_problem,403,,blocked_or_forbidden,Use official company pages; respect robots and rate limits.,CAT|https://www.caterpillar.com/en/news/corporate-press-releases/h.html
CRM,Salesforce Inc.,company_earnings_archive,earnings_results_archive|quarterly_results,https://investor.salesforce.com/financials/quarterly-results/,https://investor.salesforce.com/financials/quarterly-results/,Official Salesforce IR quarterly results archive with dated earnings releases and materials. | Official quarterly results hub with earnings materials and dated filings.,yes,yes,yes,Best official earnings/results source; Q4/IR page may require JS for older years. | Good fit for quarterly results,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CRM|https://investor.salesforce.com/financials/quarterly-results/
CRM,Salesforce Inc.,company_earnings_archive,company_earnings_archive,https://www.salesforce.com/news/topics/earnings/,https://www.salesforce.com/news/topics/earnings/,Official Salesforce News earnings-topic archive with dated earnings releases and related posts.,yes,yes,no,Useful direct earnings release feed on company domain.,official_ir_sources_29_dow_tickers.csv,1,high_static_candidate,wordpress,200,,crawler_ready,Use official company pages; respect robots and rate limits.,CRM|https://www.salesforce.com/news/topics/earnings/
CRM,Salesforce Inc.,company_presentation_archive,events_presentations|investor_presentations_archive,https://investor.salesforce.com/events-and-presentations/default.aspx,https://investor.salesforce.com/events-and-presentations/default.aspx,Official Salesforce IR events and presentations archive. | Official investor events and presentations archive with webcast and deck links.,yes,yes,yes,Use for investor presentations/webcasts; filter by event date. | Useful for conference and earnings materials,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CRM|https://investor.salesforce.com/events-and-presentations/default.aspx
CRM,Salesforce Inc.,company_press_release_archive,ir_press_releases_archive,https://investor.salesforce.com/news/default.aspx,https://investor.salesforce.com/news/default.aspx,Official Salesforce investor news archive with dated detail pages.,yes,yes,no,Official IR page,deep_research_report_10_official_ir_sources.csv,1,high_q4_feed,q4_or_q4_like,200,2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CRM|https://investor.salesforce.com/news/default.aspx
CRM,Salesforce Inc.,company_press_release_archive,company_press_releases,https://www.salesforce.com/news/content-types/press-releases/,https://www.salesforce.com/news/content-types/press-releases/,Official Salesforce News press-release archive with dated full-text company releases.,yes,yes,no,Primary Salesforce company-news source.,official_ir_sources_29_dow_tickers.csv,1,high_static_candidate,wordpress,200,,crawler_ready,Use official company pages; respect robots and rate limits.,CRM|https://www.salesforce.com/news/content-types/press-releases/
CSCO,Cisco Systems Inc.,company_earnings_archive,earnings_results_archive|quarterly_results,https://investor.cisco.com/financials/quarterly-results/default.aspx,https://investor.cisco.com/financials/quarterly-results/default.aspx,"Official Cisco IR quarterly results archive with dated earnings releases, slides and prepared remarks. | Official quarterly results page with dated earnings releases and transcripts. Search results showed at least 2020 materials on-page.",yes,yes,yes,Best Cisco source for financial-result releases in Train/OOS windows. | Solid source for earnings backfill,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CSCO|https://investor.cisco.com/financials/quarterly-results/default.aspx
CSCO,Cisco Systems Inc.,company_earnings_archive,earnings_acquisitions_news,https://newsroom.cisco.com/earningsandacquisitions,https://newsroom.cisco.com/earningsandacquisitions,Official Cisco newsroom page focused on earnings and acquisitions releases.,yes,yes,no,Useful topical feed for earnings/acquisition events.,official_ir_sources_29_dow_tickers.csv,1,high_static_candidate,static_html_or_custom,200,,crawler_ready,Use official company pages; respect robots and rate limits.,CSCO|https://newsroom.cisco.com/earningsandacquisitions
CSCO,Cisco Systems Inc.,company_presentation_archive,events_presentations|investor_presentations_archive,https://investor.cisco.com/events-and-presentations/default.aspx,https://investor.cisco.com/events-and-presentations/default.aspx,Official Cisco IR events and presentations archive with dated materials. | Official events and presentations archive with dated earnings and conference materials.,yes,yes,yes,Use for investor events and earnings-call context. | Useful for slide decks and webcast metadata,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CSCO|https://investor.cisco.com/events-and-presentations/default.aspx
CSCO,Cisco Systems Inc.,company_press_release_archive,ir_press_releases_archive,https://investor.cisco.com/news/default.aspx,https://investor.cisco.com/news/default.aspx,Official Cisco IR news archive with dated release pages.,yes,yes,no,Official IR page,deep_research_report_10_official_ir_sources.csv,1,high_q4_feed,q4_or_q4_like,200,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,CSCO|https://investor.cisco.com/news/default.aspx
CSCO,Cisco Systems Inc.,company_press_release_archive,company_press_releases,https://newsroom.cisco.com/c/r/newsroom/en/us/press-releases.html,https://newsroom.cisco.com/c/r/newsroom/en/us/press-releases.html,Official Cisco newsroom press-release archive with dated full release pages.,yes,yes,no,Primary Cisco company-news source.,official_ir_sources_29_dow_tickers.csv,1,medium_static_duplicate,static_html_or_custom,200,,crawler_ready,Use official company pages; respect robots and rate limits.,CSCO|https://newsroom.cisco.com/c/r/newsroom/en/us/press-releases.html
CVX,Chevron Corporation,company_earnings_archive,quarterly_results,https://chevroncorp.gcs-web.com/financial-information/quarterly-results,https://chevroncorp.gcs-web.com/financial-information/quarterly-results,Official Chevron quarterly results archive with earnings releases and supplemental materials.,yes,yes,yes,Best source for earnings releases around Train/OOS split.,official_ir_sources_29_dow_tickers.csv,1,low_recheck,gcs_web,,,browser_or_api_needed,Use official company pages; respect robots and rate limits.,CVX|https://chevroncorp.gcs-web.com/financial-information/quarterly-results
CVX,Chevron Corporation,company_financial_report_archive,financial_reports_archive,https://www.chevron.com/investors/reports-and-filings,https://www.chevron.com/investors/reports-and-filings,Official reports and filings hub for annual and statutory materials.,yes,yes,no,Good backup source for older train windows,deep_research_report_10_official_ir_sources.csv,1,low_recheck,fetch_problem,403,,fail,Use official company pages; respect robots and rate limits.,CVX|https://www.chevron.com/investors/reports-and-filings
CVX,Chevron Corporation,company_ir_hub,investor_relations_hub,https://www.chevron.com/investors,https://www.chevron.com/investors,Official Chevron investor relations hub covering financials events and news. Strong official source for recent history.,yes,yes,no,Use together with reports and events pages,deep_research_report_10_official_ir_sources.csv,1,low_recheck,fetch_problem,403,,fail,Use official company pages; respect robots and rate limits.,CVX|https://www.chevron.com/investors
CVX,Chevron Corporation,company_presentation_archive,events_presentations|investor_presentations_archive,https://www.chevron.com/investors/events-presentations,https://www.chevron.com/investors/events-presentations,Official Chevron investors events and presentations page with dated materials. | Official investor events and presentations page with dated materials.,yes,yes,no,Use presentation and event dates; official company-domain page. | Useful for earnings calls and investor day materials,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,low_blocked_unless_feed,fetch_problem,403,,blocked_or_forbidden,Use official company pages; respect robots and rate limits.,CVX|https://www.chevron.com/investors/events-presentations
CVX,Chevron Corporation,company_press_release_archive,ir_press_releases,https://chevroncorp.gcs-web.com/news-releases,https://chevroncorp.gcs-web.com/news-releases,Official Chevron IR provider news-release archive with year filters; visible history reaches at least 2012.,yes,yes,yes,Primary investor/financial release source; use SEC/annual docs for 2010-2011 gaps if present.,official_ir_sources_29_dow_tickers.csv,1,low_recheck,gcs_web,,,browser_or_api_needed,Use official company pages; respect robots and rate limits.,CVX|https://chevroncorp.gcs-web.com/news-releases
CVX,Chevron Corporation,company_press_release_archive,company_newsroom_archive,https://www.chevron.com/newsroom/archive,https://www.chevron.com/newsroom/archive,Official Chevron newsroom archive with dated company releases and articles.,yes,yes,no,Primary company-domain news source.,official_ir_sources_29_dow_tickers.csv,1,low_blocked_unless_feed,fetch_problem,403,,blocked_or_forbidden,Use official company pages; respect robots and rate limits.,CVX|https://www.chevron.com/newsroom/archive
DIS,The Walt Disney Company,company_earnings_archive,quarterly_results,https://investors.thewaltdisneycompany.com/financials/quarterly-results/default.aspx,https://investors.thewaltdisneycompany.com/financials/quarterly-results/default.aspx,Official Disney quarterly results archive with earnings releases and financial materials.,yes,yes,yes,Best Disney earnings-results source.,official_ir_sources_29_dow_tickers.csv,1,high_q4_feed,cloudflare_challenge,403,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,DIS|https://investors.thewaltdisneycompany.com/financials/quarterly-results/default.aspx
DIS,The Walt Disney Company,company_ir_hub,investor_relations_hub,https://investors.thewaltdisneycompany.com/,https://investors.thewaltdisneycompany.com/,Official IR hub linking news quarterly results annual reports and events.,yes,yes,yes,Useful discovery page for adjacent archives,deep_research_report_10_official_ir_sources.csv,1,high_q4_feed,q4_or_q4_like,200,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,DIS|https://investors.thewaltdisneycompany.com/
DIS,The Walt Disney Company,company_presentation_archive,events_presentations|investor_presentations_archive,https://investors.thewaltdisneycompany.com/events-and-presentations/default.aspx,https://investors.thewaltdisneycompany.com/events-and-presentations/default.aspx,Official Disney IR events and presentations archive with dated materials. | Official Disney events and presentations archive with archived events and webcast materials.,yes,yes,yes,Use for presentations/webcasts; filter by event date. | Official IR provider page with JS-driven year filter,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,cloudflare_challenge,403,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,DIS|https://investors.thewaltdisneycompany.com/events-and-presentations/default.aspx
DIS,The Walt Disney Company,company_press_release_archive,ir_news_archive|ir_press_releases_archive,https://investors.thewaltdisneycompany.com/news/default.aspx,https://investors.thewaltdisneycompany.com/news/default.aspx,Official Disney IR news archive with dated investor releases. | Official Disney IR news archive. Search results show dated entries and year selection.,yes,yes,yes,Use for earnings/dividend/investor-specific releases; Q4 page may require JS for archive filters. | Official IR provider page with JS-driven year filter,deep_research_report_10_official_ir_sources.csv|official_ir_sources_29_dow_tickers.csv,2,high_q4_feed,q4_or_q4_like,200,2015|2016|2017|2018|2019|2020|2021|2022|2023,crawler_ready,Use official company pages; respect robots and rate limits.,DIS|https://investors.thewaltdisneycompany.com/news/default.aspx
